pokemon_id,name,base_experience,height_in_meters,weight_in_kg,hp,attack,defense,special_attack,special_defense,speed,primary_type,secondary_type,gender_rate,capture_rate,base_happiness,is_baby,is_legendary,is_mythical,color,shape,generation,total_stats
328.0,trapinch,58.0,0.7,15.0,45.0,100.0,45.0,45.0,45.0,10.0,ground,,0.5,1.0,70.0,False,False,False,brown,armor,Gen 3,290.0
329.0,vibrava,119.0,1.1,15.3,50.0,70.0,50.0,50.0,50.0,70.0,ground,dragon,0.5,0.47,70.0,False,False,False,green,bug-wings,Gen 3,340.0
330.0,flygon,234.0,2.0,82.0,80.0,100.0,80.0,80.0,80.0,100.0,ground,dragon,0.5,0.18,70.0,False,False,False,green,wings,Gen 3,520.0
331.0,cacnea,67.0,0.4,51.3,50.0,85.0,40.0,85.0,40.0,35.0,grass,,0.5,0.75,35.0,False,False,False,green,humanoid,Gen 3,335.0
332.0,cacturne,166.0,1.3,77.4,70.0,115.0,60.0,115.0,60.0,55.0,grass,dark,0.5,0.24,35.0,False,False,False,green,humanoid,Gen 3,475.0
333.0,swablu,62.0,0.4,1.2,45.0,40.0,60.0,40.0,75.0,50.0,normal,flying,0.5,1.0,70.0,False,False,False,blue,wings,Gen 3,310.0
334.0,altaria,172.0,1.1,20.6,75.0,70.0,90.0,70.0,105.0,80.0,dragon,flying,0.5,0.18,70.0,False,False,False,blue,wings,Gen 3,490.0
335.0,zangoose,160.0,1.3,40.3,73.0,115.0,60.0,60.0,60.0,90.0,normal,,0.5,0.35,70.0,False,False,False,white,upright,Gen 3,458.0
336.0,seviper,160.0,2.7,52.5,73.0,100.0,60.0,100.0,60.0,65.0,poison,,0.5,0.35,70.0,False,False,False,black,squiggle,Gen 3,458.0
337.0,lunatone,161.0,1.0,168.0,90.0,55.0,65.0,95.0,85.0,70.0,rock,psychic,-1.0,0.18,70.0,False,False,False,yellow,ball,Gen 3,460.0
338.0,solrock,161.0,1.2,154.0,90.0,95.0,85.0,55.0,65.0,70.0,rock,psychic,-1.0,0.18,70.0,False,False,False,red,ball,Gen 3,460.0
339.0,barboach,58.0,0.4,1.9,50.0,48.0,43.0,46.0,41.0,60.0,water,ground,0.5,0.75,70.0,False,False,False,gray,fish,Gen 3,288.0
340.0,whiscash,164.0,0.9,23.6,110.0,78.0,73.0,76.0,71.0,60.0,water,ground,0.5,0.29,70.0,False,False,False,blue,fish,Gen 3,468.0
341.0,corphish,62.0,0.6,11.5,43.0,80.0,65.0,50.0,35.0,35.0,water,,0.5,0.8,70.0,False,False,False,red,armor,Gen 3,308.0
342.0,crawdaunt,164.0,1.1,32.8,63.0,120.0,85.0,90.0,55.0,55.0,water,dark,0.5,0.61,70.0,False,False,False,red,armor,Gen 3,468.0
343.0,baltoy,60.0,0.5,21.5,40.0,40.0,55.0,40.0,70.0,55.0,ground,psychic,-1.0,1.0,70.0,False,False,False,brown,arms,Gen 3,300.0
344.0,claydol,175.0,1.5,108.0,60.0,70.0,105.0,70.0,120.0,75.0,ground,psychic,-1.0,0.35,70.0,False,False,False,black,arms,Gen 3,500.0
345.0,lileep,71.0,1.0,23.8,66.0,41.0,77.0,61.0,87.0,23.0,rock,grass,0.12,0.18,70.0,False,False,False,purple,blob,Gen 3,355.0
346.0,cradily,173.0,1.5,60.4,86.0,81.0,97.0,81.0,107.0,43.0,rock,grass,0.12,0.18,70.0,False,False,False,green,blob,Gen 3,495.0
347.0,anorith,71.0,0.7,12.5,45.0,95.0,50.0,40.0,50.0,75.0,rock,bug,0.12,0.18,70.0,False,False,False,gray,armor,Gen 3,355.0
348.0,armaldo,173.0,1.5,68.2,75.0,125.0,100.0,70.0,80.0,45.0,rock,bug,0.12,0.18,70.0,False,False,False,gray,upright,Gen 3,495.0
349.0,feebas,40.0,0.6,7.4,20.0,15.0,20.0,10.0,55.0,80.0,water,,0.5,1.0,70.0,False,False,False,brown,fish,Gen 3,200.0
350.0,milotic,189.0,6.2,162.0,95.0,60.0,79.0,100.0,125.0,81.0,water,,0.5,0.24,70.0,False,False,False,pink,squiggle,Gen 3,540.0
351.0,castform,147.0,0.3,0.8,70.0,70.0,70.0,70.0,70.0,70.0,normal,,0.5,0.18,70.0,False,False,False,gray,ball,Gen 3,420.0
352.0,kecleon,154.0,1.0,22.0,60.0,90.0,70.0,60.0,120.0,40.0,normal,,0.5,0.78,70.0,False,False,False,green,upright,Gen 3,440.0
353.0,shuppet,59.0,0.6,2.3,44.0,75.0,35.0,63.0,33.0,45.0,ghost,,0.5,0.88,35.0,False,False,False,black,ball,Gen 3,295.0
354.0,banette,159.0,1.1,12.5,64.0,115.0,65.0,83.0,63.0,65.0,ghost,,0.5,0.18,35.0,False,False,False,black,upright,Gen 3,455.0
355.0,duskull,59.0,0.8,15.0,20.0,40.0,90.0,30.0,90.0,25.0,ghost,,0.5,0.75,35.0,False,False,False,black,arms,Gen 3,295.0
356.0,dusclops,159.0,1.6,30.6,40.0,70.0,130.0,60.0,130.0,25.0,ghost,,0.5,0.35,35.0,False,False,False,black,humanoid,Gen 3,455.0
357.0,tropius,161.0,2.0,100.0,99.0,68.0,83.0,72.0,87.0,51.0,grass,flying,0.5,0.78,70.0,False,False,False,green,quadruped,Gen 3,460.0
358.0,chimecho,159.0,0.6,1.0,75.0,50.0,80.0,95.0,90.0,65.0,psychic,,0.5,0.18,70.0,False,False,False,blue,arms,Gen 3,455.0
359.0,absol,163.0,1.2,47.0,65.0,130.0,60.0,75.0,60.0,75.0,dark,,0.5,0.12,35.0,False,False,False,white,quadruped,Gen 3,465.0
360.0,wynaut,52.0,0.6,14.0,95.0,23.0,48.0,23.0,48.0,23.0,psychic,,0.5,0.49,70.0,True,False,False,blue,upright,Gen 3,260.0
361.0,snorunt,60.0,0.7,16.8,50.0,50.0,50.0,50.0,50.0,50.0,ice,,0.5,0.75,70.0,False,False,False,gray,humanoid,Gen 3,300.0
362.0,glalie,168.0,1.5,256.5,80.0,80.0,80.0,80.0,80.0,80.0,ice,,0.5,0.29,70.0,False,False,False,gray,ball,Gen 3,480.0
363.0,spheal,58.0,0.8,39.5,70.0,40.0,50.0,55.0,50.0,25.0,ice,water,0.5,1.0,70.0,False,False,False,blue,fish,Gen 3,290.0
364.0,sealeo,144.0,1.1,87.6,90.0,60.0,70.0,75.0,70.0,45.0,ice,water,0.5,0.47,70.0,False,False,False,blue,fish,Gen 3,410.0
365.0,walrein,239.0,1.4,150.6,110.0,80.0,90.0,95.0,90.0,65.0,ice,water,0.5,0.18,70.0,False,False,False,blue,quadruped,Gen 3,530.0
366.0,clamperl,69.0,0.4,52.5,35.0,64.0,85.0,74.0,55.0,32.0,water,,0.5,1.0,70.0,False,False,False,blue,ball,Gen 3,345.0
367.0,huntail,170.0,1.7,27.0,55.0,104.0,105.0,94.0,75.0,52.0,water,,0.5,0.24,70.0,False,False,False,blue,squiggle,Gen 3,485.0
368.0,gorebyss,170.0,1.8,22.6,55.0,84.0,105.0,114.0,75.0,52.0,water,,0.5,0.24,70.0,False,False,False,pink,squiggle,Gen 3,485.0
369.0,relicanth,170.0,1.0,23.4,100.0,90.0,130.0,45.0,65.0,55.0,water,rock,0.12,0.1,70.0,False,False,False,gray,fish,Gen 3,485.0
370.0,luvdisc,116.0,0.6,8.7,43.0,30.0,55.0,40.0,65.0,97.0,water,,0.75,0.88,70.0,False,False,False,pink,fish,Gen 3,330.0
371.0,bagon,60.0,0.6,42.1,45.0,75.0,60.0,40.0,30.0,50.0,dragon,,0.5,0.18,35.0,False,False,False,blue,humanoid,Gen 3,300.0
372.0,shelgon,147.0,1.1,110.5,65.0,95.0,100.0,60.0,50.0,50.0,dragon,,0.5,0.18,35.0,False,False,False,white,quadruped,Gen 3,420.0
373.0,salamence,270.0,1.5,102.6,95.0,135.0,80.0,110.0,80.0,100.0,dragon,flying,0.5,0.18,35.0,False,False,False,blue,quadruped,Gen 3,600.0
374.0,beldum,60.0,0.6,95.2,40.0,55.0,80.0,35.0,60.0,30.0,steel,psychic,-1.0,0.01,35.0,False,False,False,blue,blob,Gen 3,300.0
375.0,metang,147.0,1.2,202.5,60.0,75.0,100.0,55.0,80.0,50.0,steel,psychic,-1.0,0.01,35.0,False,False,False,blue,arms,Gen 3,420.0
376.0,metagross,270.0,1.6,550.0,80.0,135.0,130.0,95.0,90.0,70.0,steel,psychic,-1.0,0.01,35.0,False,False,False,blue,heads,Gen 3,600.0
377.0,regirock,261.0,1.7,230.0,80.0,100.0,200.0,50.0,100.0,50.0,rock,,-1.0,0.01,35.0,False,True,False,brown,humanoid,Gen 3,580.0
378.0,regice,261.0,1.8,175.0,80.0,50.0,100.0,100.0,200.0,50.0,ice,,-1.0,0.01,35.0,False,True,False,blue,humanoid,Gen 3,580.0
379.0,registeel,261.0,1.9,205.0,80.0,75.0,150.0,75.0,150.0,50.0,steel,,-1.0,0.01,35.0,False,True,False,gray,humanoid,Gen 3,580.0
380.0,latias,270.0,1.4,40.0,80.0,80.0,90.0,110.0,130.0,110.0,dragon,psychic,1.0,0.01,90.0,False,True,False,red,wings,Gen 3,600.0
381.0,latios,270.0,2.0,60.0,80.0,90.0,80.0,130.0,110.0,110.0,dragon,psychic,0.0,0.01,90.0,False,True,False,blue,wings,Gen 3,600.0
382.0,kyogre,302.0,4.5,352.0,100.0,100.0,90.0,150.0,140.0,90.0,water,,-1.0,0.01,0.0,False,True,False,blue,fish,Gen 3,670.0
383.0,groudon,302.0,3.5,950.0,100.0,150.0,140.0,100.0,90.0,90.0,ground,,-1.0,0.01,0.0,False,True,False,red,upright,Gen 3,670.0
384.0,rayquaza,306.0,7.0,206.5,105.0,150.0,90.0,150.0,90.0,95.0,dragon,flying,-1.0,0.18,0.0,False,True,False,green,squiggle,Gen 3,680.0
385.0,jirachi,270.0,0.3,1.1,100.0,100.0,100.0,100.0,100.0,100.0,steel,psychic,-1.0,0.01,100.0,False,False,True,yellow,humanoid,Gen 3,600.0
386.0,deoxys-normal,270.0,1.7,60.8,50.0,150.0,50.0,150.0,50.0,150.0,psychic,,-1.0,0.01,0.0,False,False,True,red,humanoid,Gen 3,600.0
387.0,turtwig,64.0,0.4,10.2,55.0,68.0,64.0,45.0,55.0,31.0,grass,,0.12,0.18,70.0,False,False,False,green,quadruped,Gen 4,318.0
388.0,grotle,142.0,1.1,97.0,75.0,89.0,85.0,55.0,65.0,36.0,grass,,0.12,0.18,70.0,False,False,False,green,quadruped,Gen 4,405.0
389.0,torterra,236.0,2.2,310.0,95.0,109.0,105.0,75.0,85.0,56.0,grass,ground,0.12,0.18,70.0,False,False,False,green,quadruped,Gen 4,525.0
390.0,chimchar,62.0,0.5,6.2,44.0,58.0,44.0,58.0,44.0,61.0,fire,,0.12,0.18,70.0,False,False,False,brown,upright,Gen 4,309.0
391.0,monferno,142.0,0.9,22.0,64.0,78.0,52.0,78.0,52.0,81.0,fire,fighting,0.12,0.18,70.0,False,False,False,brown,upright,Gen 4,405.0
392.0,infernape,240.0,1.2,55.0,76.0,104.0,71.0,104.0,71.0,108.0,fire,fighting,0.12,0.18,70.0,False,False,False,brown,upright,Gen 4,534.0
393.0,piplup,63.0,0.4,5.2,53.0,51.0,53.0,61.0,56.0,40.0,water,,0.12,0.18,70.0,False,False,False,blue,humanoid,Gen 4,314.0
394.0,prinplup,142.0,0.8,23.0,64.0,66.0,68.0,81.0,76.0,50.0,water,,0.12,0.18,70.0,False,False,False,blue,upright,Gen 4,405.0
395.0,empoleon,239.0,1.7,84.5,84.0,86.0,88.0,111.0,101.0,60.0,water,steel,0.12,0.18,70.0,False,False,False,blue,upright,Gen 4,530.0
396.0,starly,49.0,0.3,2.0,40.0,55.0,30.0,30.0,30.0,60.0,normal,flying,0.5,1.0,70.0,False,False,False,brown,wings,Gen 4,245.0
397.0,staravia,119.0,0.6,15.5,55.0,75.0,50.0,40.0,40.0,80.0,normal,flying,0.5,0.47,70.0,False,False,False,brown,wings,Gen 4,340.0
398.0,staraptor,218.0,1.2,24.9,85.0,120.0,70.0,50.0,60.0,100.0,normal,flying,0.5,0.18,70.0,False,False,False,brown,wings,Gen 4,485.0
399.0,bidoof,50.0,0.5,20.0,59.0,45.0,40.0,35.0,40.0,31.0,normal,,0.5,1.0,70.0,False,False,False,brown,quadruped,Gen 4,250.0
400.0,bibarel,144.0,1.0,31.5,79.0,85.0,60.0,55.0,60.0,71.0,normal,water,0.5,0.5,70.0,False,False,False,brown,upright,Gen 4,410.0
401.0,kricketot,39.0,0.3,2.2,37.0,25.0,41.0,25.0,41.0,25.0,bug,,0.5,1.0,70.0,False,False,False,red,humanoid,Gen 4,194.0
402.0,kricketune,134.0,1.0,25.5,77.0,85.0,51.0,55.0,51.0,65.0,bug,,0.5,0.18,70.0,False,False,False,red,bug-wings,Gen 4,384.0
403.0,shinx,53.0,0.5,9.5,45.0,65.0,34.0,40.0,34.0,45.0,electric,,0.5,0.92,70.0,False,False,False,blue,quadruped,Gen 4,263.0
404.0,luxio,127.0,0.9,30.5,60.0,85.0,49.0,60.0,49.0,60.0,electric,,0.5,0.47,100.0,False,False,False,blue,quadruped,Gen 4,363.0
405.0,luxray,235.0,1.4,42.0,80.0,120.0,79.0,95.0,79.0,70.0,electric,,0.5,0.18,70.0,False,False,False,blue,quadruped,Gen 4,523.0
406.0,budew,56.0,0.2,1.2,40.0,30.0,35.0,50.0,70.0,55.0,grass,poison,0.5,1.0,70.0,True,False,False,green,humanoid,Gen 4,280.0
407.0,roserade,232.0,0.9,14.5,60.0,70.0,65.0,125.0,105.0,90.0,grass,poison,0.5,0.29,70.0,False,False,False,green,humanoid,Gen 4,515.0
408.0,cranidos,70.0,0.9,31.5,67.0,125.0,40.0,30.0,30.0,58.0,rock,,0.12,0.18,70.0,False,False,False,blue,upright,Gen 4,350.0
409.0,rampardos,173.0,1.6,102.5,97.0,165.0,60.0,65.0,50.0,58.0,rock,,0.12,0.18,70.0,False,False,False,blue,upright,Gen 4,495.0
410.0,shieldon,70.0,0.5,57.0,30.0,42.0,118.0,42.0,88.0,30.0,rock,steel,0.12,0.18,70.0,False,False,False,gray,quadruped,Gen 4,350.0
411.0,bastiodon,173.0,1.3,149.5,60.0,52.0,168.0,47.0,138.0,30.0,rock,steel,0.12,0.18,70.0,False,False,False,gray,quadruped,Gen 4,495.0
412.0,burmy,45.0,0.2,3.4,40.0,29.0,45.0,29.0,45.0,36.0,bug,,0.5,0.47,70.0,False,False,False,green,blob,Gen 4,224.0
413.0,wormadam-plant,148.0,0.5,6.5,60.0,59.0,85.0,79.0,105.0,36.0,bug,grass,1.0,0.18,70.0,False,False,False,green,blob,Gen 4,424.0
414.0,mothim,148.0,0.9,23.3,70.0,94.0,50.0,94.0,50.0,66.0,bug,flying,0.0,0.18,70.0,False,False,False,yellow,bug-wings,Gen 4,424.0
415.0,combee,49.0,0.3,5.5,30.0,30.0,42.0,30.0,42.0,70.0,bug,flying,0.12,0.47,70.0,False,False,False,yellow,heads,Gen 4,244.0
416.0,vespiquen,166.0,1.2,38.5,70.0,80.0,102.0,80.0,102.0,40.0,bug,flying,1.0,0.18,70.0,False,False,False,yellow,bug-wings,Gen 4,474.0
417.0,pachirisu,142.0,0.4,3.9,60.0,45.0,70.0,45.0,90.0,95.0,electric,,0.5,0.78,100.0,False,False,False,white,quadruped,Gen 4,405.0
418.0,buizel,66.0,0.7,29.5,55.0,65.0,35.0,60.0,30.0,85.0,water,,0.5,0.75,70.0,False,False,False,brown,quadruped,Gen 4,330.0
419.0,floatzel,173.0,1.1,33.5,85.0,105.0,55.0,85.0,50.0,115.0,water,,0.5,0.29,70.0,False,False,False,brown,quadruped,Gen 4,495.0
420.0,cherubi,55.0,0.4,3.3,45.0,35.0,45.0,62.0,53.0,35.0,grass,,0.5,0.75,70.0,False,False,False,pink,heads,Gen 4,275.0
421.0,cherrim,158.0,0.5,9.3,70.0,60.0,70.0,87.0,78.0,85.0,grass,,0.5,0.29,70.0,False,False,False,purple,legs,Gen 4,450.0
422.0,shellos,65.0,0.3,6.3,76.0,48.0,48.0,57.0,62.0,34.0,water,,0.5,0.75,70.0,False,False,False,purple,squiggle,Gen 4,325.0
423.0,gastrodon,166.0,0.9,29.9,111.0,83.0,68.0,92.0,82.0,39.0,water,ground,0.5,0.29,70.0,False,False,False,purple,squiggle,Gen 4,475.0
424.0,ambipom,169.0,1.2,20.3,75.0,100.0,66.0,60.0,66.0,115.0,normal,,0.5,0.18,100.0,False,False,False,purple,upright,Gen 4,482.0
425.0,drifloon,70.0,0.4,1.2,90.0,50.0,34.0,60.0,44.0,70.0,ghost,flying,0.5,0.49,70.0,False,False,False,purple,arms,Gen 4,348.0
426.0,drifblim,174.0,1.2,15.0,150.0,80.0,44.0,90.0,54.0,80.0,ghost,flying,0.5,0.24,70.0,False,False,False,purple,arms,Gen 4,498.0
427.0,buneary,70.0,0.4,5.5,55.0,66.0,44.0,44.0,56.0,85.0,normal,,0.5,0.75,0.0,False,False,False,brown,upright,Gen 4,350.0
428.0,lopunny,168.0,1.2,33.3,65.0,76.0,84.0,54.0,96.0,105.0,normal,,0.5,0.24,140.0,False,False,False,brown,upright,Gen 4,480.0
429.0,mismagius,173.0,0.9,4.4,60.0,60.0,60.0,105.0,105.0,105.0,ghost,,0.5,0.18,35.0,False,False,False,purple,ball,Gen 4,495.0
430.0,honchkrow,177.0,0.9,27.3,100.0,125.0,52.0,105.0,52.0,71.0,dark,flying,0.5,0.12,35.0,False,False,False,black,wings,Gen 4,505.0
431.0,glameow,62.0,0.5,3.9,49.0,55.0,42.0,42.0,37.0,85.0,normal,,0.75,0.75,70.0,False,False,False,gray,quadruped,Gen 4,310.0
432.0,purugly,158.0,1.0,43.8,71.0,82.0,64.0,64.0,59.0,112.0,normal,,0.75,0.29,70.0,False,False,False,gray,quadruped,Gen 4,452.0
433.0,chingling,57.0,0.2,0.6,45.0,30.0,50.0,65.0,50.0,45.0,psychic,,0.5,0.47,70.0,True,False,False,yellow,humanoid,Gen 4,285.0
434.0,stunky,66.0,0.4,19.2,63.0,63.0,47.0,41.0,41.0,74.0,poison,dark,0.5,0.88,70.0,False,False,False,purple,quadruped,Gen 4,329.0
435.0,skuntank,168.0,1.0,38.0,103.0,93.0,67.0,71.0,61.0,84.0,poison,dark,0.5,0.24,70.0,False,False,False,purple,quadruped,Gen 4,479.0
436.0,bronzor,60.0,0.5,60.5,57.0,24.0,86.0,24.0,86.0,23.0,steel,psychic,-1.0,1.0,70.0,False,False,False,green,ball,Gen 4,300.0
437.0,bronzong,175.0,1.3,187.0,67.0,89.0,116.0,79.0,116.0,33.0,steel,psychic,-1.0,0.35,70.0,False,False,False,green,arms,Gen 4,500.0
438.0,bonsly,58.0,0.5,15.0,50.0,80.0,95.0,10.0,45.0,10.0,rock,,0.5,1.0,70.0,True,False,False,brown,legs,Gen 4,290.0
439.0,mime-jr,62.0,0.6,13.0,20.0,25.0,45.0,70.0,90.0,60.0,psychic,fairy,0.5,0.57,70.0,True,False,False,pink,humanoid,Gen 4,310.0
440.0,happiny,110.0,0.6,24.4,100.0,5.0,5.0,15.0,65.0,30.0,normal,,1.0,0.51,140.0,True,False,False,pink,humanoid,Gen 4,220.0
441.0,chatot,144.0,0.5,1.9,76.0,65.0,45.0,92.0,42.0,91.0,normal,flying,0.5,0.12,35.0,False,False,False,black,wings,Gen 4,411.0
442.0,spiritomb,170.0,1.0,108.0,50.0,92.0,108.0,92.0,108.0,35.0,ghost,dark,0.5,0.39,70.0,False,False,False,purple,blob,Gen 4,485.0
443.0,gible,60.0,0.7,20.5,58.0,70.0,45.0,40.0,45.0,42.0,dragon,ground,0.5,0.18,70.0,False,False,False,blue,upright,Gen 4,300.0
444.0,gabite,144.0,1.4,56.0,68.0,90.0,65.0,50.0,55.0,82.0,dragon,ground,0.5,0.18,70.0,False,False,False,blue,upright,Gen 4,410.0
445.0,garchomp,270.0,1.9,95.0,108.0,130.0,95.0,80.0,85.0,102.0,dragon,ground,0.5,0.18,70.0,False,False,False,blue,upright,Gen 4,600.0
446.0,munchlax,78.0,0.6,105.0,135.0,85.0,40.0,40.0,85.0,5.0,normal,,0.12,0.2,70.0,True,False,False,black,humanoid,Gen 4,390.0
447.0,riolu,57.0,0.7,20.2,40.0,70.0,40.0,35.0,40.0,60.0,fighting,,0.12,0.29,70.0,True,False,False,blue,upright,Gen 4,285.0
448.0,lucario,184.0,1.2,54.0,70.0,110.0,70.0,115.0,70.0,90.0,fighting,steel,0.12,0.18,70.0,False,False,False,blue,upright,Gen 4,525.0
449.0,hippopotas,66.0,0.8,49.5,68.0,72.0,78.0,38.0,42.0,32.0,ground,,0.5,0.55,70.0,False,False,False,brown,quadruped,Gen 4,330.0
450.0,hippowdon,184.0,2.0,300.0,108.0,112.0,118.0,68.0,72.0,47.0,ground,,0.5,0.24,70.0,False,False,False,brown,quadruped,Gen 4,525.0
451.0,skorupi,66.0,0.8,12.0,40.0,50.0,90.0,30.0,55.0,65.0,poison,bug,0.5,0.47,70.0,False,False,False,purple,armor,Gen 4,330.0
452.0,drapion,175.0,1.3,61.5,70.0,90.0,110.0,60.0,75.0,95.0,poison,dark,0.5,0.18,70.0,False,False,False,purple,armor,Gen 4,500.0
453.0,croagunk,60.0,0.7,23.0,48.0,61.0,40.0,61.0,40.0,50.0,poison,fighting,0.5,0.55,100.0,False,False,False,blue,humanoid,Gen 4,300.0
454.0,toxicroak,172.0,1.3,44.4,83.0,106.0,65.0,86.0,65.0,85.0,poison,fighting,0.5,0.29,70.0,False,False,False,blue,humanoid,Gen 4,490.0
455.0,carnivine,159.0,1.4,27.0,74.0,100.0,72.0,90.0,72.0,46.0,grass,,0.5,0.78,70.0,False,False,False,green,tentacles,Gen 4,454.0
456.0,finneon,66.0,0.4,7.0,49.0,49.0,56.0,49.0,61.0,66.0,water,,0.5,0.75,70.0,False,False,False,blue,fish,Gen 4,330.0
457.0,lumineon,161.0,1.2,24.0,69.0,69.0,76.0,69.0,86.0,91.0,water,,0.5,0.29,70.0,False,False,False,blue,fish,Gen 4,460.0
458.0,mantyke,69.0,1.0,65.0,45.0,20.0,50.0,60.0,120.0,50.0,water,flying,0.5,0.1,70.0,True,False,False,blue,wings,Gen 4,345.0
459.0,snover,67.0,1.0,50.5,60.0,62.0,50.0,62.0,60.0,40.0,grass,ice,0.5,0.47,70.0,False,False,False,white,upright,Gen 4,334.0
460.0,abomasnow,173.0,2.2,135.5,90.0,92.0,75.0,92.0,85.0,60.0,grass,ice,0.5,0.24,70.0,False,False,False,white,upright,Gen 4,494.0
461.0,weavile,179.0,1.1,34.0,70.0,120.0,65.0,45.0,85.0,125.0,dark,ice,0.5,0.18,35.0,False,False,False,black,upright,Gen 4,510.0
462.0,magnezone,241.0,1.2,180.0,70.0,70.0,115.0,130.0,90.0,60.0,electric,steel,-1.0,0.12,70.0,False,False,False,gray,arms,Gen 4,535.0
463.0,lickilicky,180.0,1.7,140.0,110.0,85.0,95.0,80.0,95.0,50.0,normal,,0.5,0.12,70.0,False,False,False,pink,humanoid,Gen 4,515.0
464.0,rhyperior,241.0,2.4,282.8,115.0,140.0,130.0,55.0,55.0,40.0,ground,rock,0.5,0.12,70.0,False,False,False,gray,upright,Gen 4,535.0
465.0,tangrowth,187.0,2.0,128.6,100.0,100.0,125.0,110.0,50.0,50.0,grass,,0.5,0.12,70.0,False,False,False,blue,humanoid,Gen 4,535.0
466.0,electivire,243.0,1.8,138.6,75.0,123.0,67.0,95.0,85.0,95.0,electric,,0.25,0.12,70.0,False,False,False,yellow,upright,Gen 4,540.0
467.0,magmortar,243.0,1.6,68.0,75.0,95.0,67.0,125.0,95.0,83.0,fire,,0.25,0.12,70.0,False,False,False,red,upright,Gen 4,540.0
468.0,togekiss,245.0,1.5,38.0,85.0,50.0,95.0,120.0,115.0,80.0,fairy,flying,0.12,0.12,70.0,False,False,False,white,wings,Gen 4,545.0
469.0,yanmega,180.0,1.9,51.5,86.0,76.0,86.0,116.0,56.0,95.0,bug,flying,0.5,0.12,70.0,False,False,False,green,bug-wings,Gen 4,515.0
470.0,leafeon,184.0,1.0,25.5,65.0,110.0,130.0,60.0,65.0,95.0,grass,,0.12,0.18,35.0,False,False,False,green,quadruped,Gen 4,525.0
471.0,glaceon,184.0,0.8,25.9,65.0,60.0,110.0,130.0,95.0,65.0,ice,,0.12,0.18,35.0,False,False,False,blue,quadruped,Gen 4,525.0
472.0,gliscor,179.0,2.0,42.5,75.0,95.0,125.0,45.0,75.0,95.0,ground,flying,0.5,0.12,70.0,False,False,False,purple,wings,Gen 4,510.0
473.0,mamoswine,239.0,2.5,291.0,110.0,130.0,80.0,70.0,60.0,80.0,ice,ground,0.5,0.2,70.0,False,False,False,brown,quadruped,Gen 4,530.0
474.0,porygon-z,241.0,0.9,34.0,85.0,80.0,70.0,135.0,75.0,90.0,normal,,-1.0,0.12,70.0,False,False,False,red,arms,Gen 4,535.0
475.0,gallade,233.0,1.6,52.0,68.0,125.0,65.0,65.0,115.0,80.0,psychic,fighting,0.0,0.18,35.0,False,False,False,white,humanoid,Gen 4,518.0
476.0,probopass,184.0,1.4,340.0,60.0,55.0,145.0,75.0,150.0,40.0,rock,steel,0.5,0.24,70.0,False,False,False,gray,heads,Gen 4,525.0
477.0,dusknoir,236.0,2.2,106.6,45.0,100.0,135.0,65.0,135.0,45.0,ghost,,0.5,0.18,35.0,False,False,False,black,arms,Gen 4,525.0
478.0,froslass,168.0,1.3,26.6,70.0,80.0,70.0,80.0,70.0,110.0,ice,ghost,1.0,0.29,70.0,False,False,False,white,arms,Gen 4,480.0
479.0,rotom,154.0,0.3,0.3,50.0,50.0,77.0,95.0,77.0,91.0,electric,ghost,-1.0,0.18,70.0,False,False,False,red,ball,Gen 4,440.0
480.0,uxie,261.0,0.3,0.3,75.0,75.0,130.0,75.0,130.0,95.0,psychic,,-1.0,0.01,140.0,False,True,False,yellow,upright,Gen 4,580.0
481.0,mesprit,261.0,0.3,0.3,80.0,105.0,105.0,105.0,105.0,80.0,psychic,,-1.0,0.01,140.0,False,True,False,pink,upright,Gen 4,580.0
482.0,azelf,261.0,0.3,0.3,75.0,125.0,70.0,125.0,70.0,115.0,psychic,,-1.0,0.01,140.0,False,True,False,blue,upright,Gen 4,580.0
483.0,dialga,306.0,5.4,683.0,100.0,120.0,120.0,150.0,100.0,90.0,steel,dragon,-1.0,0.01,0.0,False,True,False,white,quadruped,Gen 4,680.0
484.0,palkia,306.0,4.2,336.0,90.0,120.0,100.0,150.0,120.0,100.0,water,dragon,-1.0,0.01,0.0,False,True,False,purple,upright,Gen 4,680.0
485.0,heatran,270.0,1.7,430.0,91.0,90.0,106.0,130.0,106.0,77.0,fire,steel,0.5,0.01,100.0,False,True,False,brown,quadruped,Gen 4,600.0
486.0,regigigas,302.0,3.7,420.0,110.0,160.0,110.0,80.0,110.0,100.0,normal,,-1.0,0.01,0.0,False,True,False,white,humanoid,Gen 4,670.0
487.0,giratina-altered,306.0,4.5,750.0,150.0,100.0,120.0,100.0,120.0,90.0,ghost,dragon,-1.0,0.01,0.0,False,True,False,black,tentacles,Gen 4,680.0
488.0,cresselia,270.0,1.5,85.6,120.0,70.0,110.0,75.0,120.0,85.0,psychic,,1.0,0.01,100.0,False,True,False,yellow,squiggle,Gen 4,580.0
489.0,phione,216.0,0.4,3.1,80.0,80.0,80.0,80.0,80.0,80.0,water,,-1.0,0.12,70.0,False,False,True,blue,arms,Gen 4,480.0
490.0,manaphy,270.0,0.3,1.4,100.0,100.0,100.0,100.0,100.0,100.0,water,,-1.0,0.01,70.0,False,False,True,blue,humanoid,Gen 4,600.0
491.0,darkrai,270.0,1.5,50.5,70.0,90.0,90.0,135.0,90.0,125.0,dark,,-1.0,0.01,0.0,False,False,True,black,humanoid,Gen 4,600.0
