pokemon_id,pokemon_name,pokemon_base_exp,pokemon_height,pokemon_weight,pokemon_hp,pokemon_atk,pokemon_def,pokemon_sp_atk,pokemon_sp_def,pokemon_speed,pokemon_type_1,pokemon_type_2,p_species_gender_rate,p_species_capture_rate,p_species_base_happiness,p_species_is_baby,p_species_is_legendary,p_species_is_mythical,p_species_color,p_species_shape,p_species_gen
505,watchog,147,11,270,60,85,69,60,69,77,normal,,4,255,70,False,False,False,brown,upright,generation-v
506,lillipup,55,4,41,45,60,45,25,45,55,normal,,4,255,70,False,False,False,brown,quadruped,generation-v
507,herdier,130,9,147,65,80,65,35,65,60,normal,,4,120,70,False,False,False,gray,quadruped,generation-v
508,stoutland,225,12,610,85,110,90,45,90,80,normal,,4,45,70,False,False,False,gray,quadruped,generation-v
509,purrloin,56,4,101,41,50,37,50,37,66,dark,,4,255,70,False,False,False,purple,quadruped,generation-v
510,liepard,156,11,375,64,88,50,88,50,106,dark,,4,90,70,False,False,False,purple,quadruped,generation-v
511,pansage,63,6,105,50,53,48,53,48,64,grass,,1,190,70,False,False,False,green,upright,generation-v
512,simisage,174,11,305,75,98,63,98,63,101,grass,,1,75,70,False,False,False,green,upright,generation-v
513,pansear,63,6,110,50,53,48,53,48,64,fire,,1,190,70,False,False,False,red,upright,generation-v
514,simisear,174,10,280,75,98,63,98,63,101,fire,,1,75,70,False,False,False,red,upright,generation-v
515,panpour,63,6,135,50,53,48,53,48,64,water,,1,190,70,False,False,False,blue,upright,generation-v
516,simipour,174,10,290,75,98,63,98,63,101,water,,1,75,70,False,False,False,blue,upright,generation-v
517,munna,58,6,233,76,25,45,67,55,24,psychic,,4,190,70,False,False,False,pink,quadruped,generation-v
518,musharna,170,11,605,116,55,85,107,95,29,psychic,,4,75,70,False,False,False,pink,humanoid,generation-v
519,pidove,53,3,21,50,55,50,36,30,43,normal,flying,4,255,70,False,False,False,gray,wings,generation-v
520,tranquill,125,6,150,62,77,62,50,42,65,normal,flying,4,120,70,False,False,False,gray,wings,generation-v
521,unfezant,220,12,290,80,115,80,65,55,93,normal,flying,4,45,70,False,False,False,gray,wings,generation-v
522,blitzle,59,8,298,45,60,32,50,32,76,electric,,4,190,70,False,False,False,black,quadruped,generation-v
523,zebstrika,174,16,795,75,100,63,80,63,116,electric,,4,75,70,False,False,False,black,quadruped,generation-v
524,roggenrola,56,4,180,55,75,85,25,25,15,rock,,4,255,70,False,False,False,blue,legs,generation-v
525,boldore,137,9,1020,70,105,105,50,40,20,rock,,4,120,70,False,False,False,blue,tentacles,generation-v
526,gigalith,232,17,2600,85,135,130,60,80,25,rock,,4,45,70,False,False,False,blue,tentacles,generation-v
527,woobat,65,4,21,65,45,43,55,43,72,psychic,flying,4,190,70,False,False,False,blue,wings,generation-v
528,swoobat,149,9,105,67,57,55,77,55,114,psychic,flying,4,45,70,False,False,False,blue,wings,generation-v
529,drilbur,66,3,85,60,85,40,30,45,68,ground,,4,120,70,False,False,False,gray,upright,generation-v
530,excadrill,178,7,404,110,135,60,50,65,88,ground,steel,4,60,70,False,False,False,gray,humanoid,generation-v
531,audino,390,11,310,103,60,86,60,86,50,normal,,4,255,70,False,False,False,pink,upright,generation-v
532,timburr,61,6,125,75,80,55,25,35,35,fighting,,2,180,70,False,False,False,gray,humanoid,generation-v
533,gurdurr,142,12,400,85,105,85,40,50,40,fighting,,2,90,70,False,False,False,gray,humanoid,generation-v
534,conkeldurr,227,14,870,105,140,95,55,65,45,fighting,,2,45,70,False,False,False,brown,humanoid,generation-v
535,tympole,59,5,45,50,50,40,50,40,64,water,,4,255,70,False,False,False,blue,fish,generation-v
536,palpitoad,134,8,170,75,65,55,65,55,69,water,ground,4,120,70,False,False,False,blue,upright,generation-v
537,seismitoad,229,15,620,105,95,75,85,75,74,water,ground,4,45,70,False,False,False,blue,humanoid,generation-v
538,throh,163,13,555,120,100,85,30,85,45,fighting,,0,45,70,False,False,False,red,humanoid,generation-v
539,sawk,163,14,510,75,125,75,30,75,85,fighting,,0,45,70,False,False,False,blue,humanoid,generation-v
540,sewaddle,62,3,25,45,53,70,40,60,42,bug,grass,4,255,70,False,False,False,yellow,armor,generation-v
541,swadloon,133,5,73,55,63,90,50,80,42,bug,grass,4,120,70,False,False,False,green,arms,generation-v
542,leavanny,225,12,205,75,103,80,70,80,92,bug,grass,4,45,70,False,False,False,yellow,humanoid,generation-v
543,venipede,52,4,53,30,45,59,30,39,57,bug,poison,4,255,70,False,False,False,red,armor,generation-v
544,whirlipede,126,12,585,40,55,99,40,79,47,bug,poison,4,120,70,False,False,False,gray,ball,generation-v
545,scolipede,218,25,2005,60,100,89,55,69,112,bug,poison,4,45,70,False,False,False,red,armor,generation-v
546,cottonee,56,3,6,40,27,60,37,50,66,grass,fairy,4,190,70,False,False,False,green,ball,generation-v
547,whimsicott,168,7,66,60,67,85,77,75,116,grass,fairy,4,75,70,False,False,False,green,humanoid,generation-v
548,petilil,56,5,66,45,35,50,70,50,30,grass,,8,190,70,False,False,False,green,blob,generation-v
549,lilligant,168,11,163,70,60,75,110,75,90,grass,,8,75,70,False,False,False,green,blob,generation-v
550,basculin-red-striped,161,10,180,70,92,65,80,55,98,water,,4,25,70,False,False,False,green,fish,generation-v
551,sandile,58,7,152,50,72,35,35,35,65,ground,dark,4,180,70,False,False,False,brown,quadruped,generation-v
552,krokorok,123,10,334,60,82,45,45,45,74,ground,dark,4,90,70,False,False,False,brown,quadruped,generation-v
553,krookodile,234,15,963,95,117,80,65,70,92,ground,dark,4,45,70,False,False,False,red,upright,generation-v
554,darumaka,63,6,375,70,90,45,15,45,50,fire,,4,120,70,False,False,False,red,humanoid,generation-v
555,darmanitan-standard,168,13,929,105,140,55,30,55,95,fire,,4,60,70,False,False,False,red,quadruped,generation-v
556,maractus,161,10,280,75,86,67,106,67,60,grass,,4,255,70,False,False,False,green,blob,generation-v
557,dwebble,65,3,145,50,65,85,35,35,55,bug,rock,4,190,70,False,False,False,red,armor,generation-v
558,crustle,170,14,2000,70,105,125,65,75,45,bug,rock,4,75,70,False,False,False,red,armor,generation-v
559,scraggy,70,6,118,50,75,70,35,70,48,dark,fighting,4,180,35,False,False,False,yellow,upright,generation-v
560,scrafty,171,11,300,65,90,115,45,115,58,dark,fighting,4,90,70,False,False,False,red,upright,generation-v
561,sigilyph,172,14,140,72,58,80,103,80,97,psychic,flying,4,45,70,False,False,False,black,wings,generation-v
562,yamask,61,5,15,38,30,85,55,65,30,ghost,,4,190,70,False,False,False,black,arms,generation-v
563,cofagrigus,169,17,765,58,50,145,95,105,30,ghost,,4,90,70,False,False,False,yellow,blob,generation-v
564,tirtouga,71,7,165,54,78,103,53,45,22,water,rock,1,45,70,False,False,False,blue,quadruped,generation-v
565,carracosta,173,12,810,74,108,133,83,65,32,water,rock,1,45,70,False,False,False,blue,upright,generation-v
566,archen,71,5,95,55,112,45,74,45,70,rock,flying,1,45,70,False,False,False,yellow,wings,generation-v
567,archeops,177,14,320,75,140,65,112,65,110,rock,flying,1,45,70,False,False,False,yellow,wings,generation-v
568,trubbish,66,6,310,50,50,62,40,62,65,poison,,4,190,70,False,False,False,green,humanoid,generation-v
569,garbodor,166,19,1073,80,95,82,60,82,75,poison,,4,60,70,False,False,False,green,humanoid,generation-v
570,zorua,66,7,125,40,65,40,80,40,65,dark,,1,75,70,False,False,False,gray,quadruped,generation-v
571,zoroark,179,16,811,60,105,60,120,60,105,dark,,1,45,70,False,False,False,gray,upright,generation-v
572,minccino,60,4,58,55,50,40,40,40,75,normal,,6,255,70,False,False,False,gray,quadruped,generation-v
573,cinccino,165,5,75,75,95,60,65,60,115,normal,,6,60,70,False,False,False,gray,quadruped,generation-v
574,gothita,58,4,58,45,30,50,55,65,45,psychic,,6,200,70,False,False,False,purple,humanoid,generation-v
575,gothorita,137,7,180,60,45,70,75,85,55,psychic,,6,100,70,False,False,False,purple,humanoid,generation-v
576,gothitelle,221,15,440,70,55,95,95,110,65,psychic,,6,50,70,False,False,False,purple,humanoid,generation-v
577,solosis,58,3,10,45,30,40,105,50,20,psychic,,4,200,70,False,False,False,green,ball,generation-v
578,duosion,130,6,80,65,40,50,125,60,30,psychic,,4,100,70,False,False,False,green,ball,generation-v
579,reuniclus,221,10,201,110,65,75,125,85,30,psychic,,4,50,70,False,False,False,green,arms,generation-v
580,ducklett,61,5,55,62,44,50,44,50,55,water,flying,4,190,70,False,False,False,blue,wings,generation-v
581,swanna,166,13,242,75,87,63,87,63,98,water,flying,4,45,70,False,False,False,white,wings,generation-v
582,vanillite,61,4,57,36,50,50,65,60,44,ice,,4,255,70,False,False,False,white,blob,generation-v
583,vanillish,138,11,410,51,65,65,80,75,59,ice,,4,120,70,False,False,False,white,blob,generation-v
584,vanilluxe,241,13,575,71,95,85,110,95,79,ice,,4,45,70,False,False,False,white,heads,generation-v
585,deerling,67,6,195,60,60,50,40,50,75,normal,grass,4,190,70,False,False,False,pink,quadruped,generation-v
586,sawsbuck,166,19,925,80,100,70,60,70,95,normal,grass,4,75,70,False,False,False,brown,quadruped,generation-v
587,emolga,150,4,50,55,75,60,75,60,103,electric,flying,4,200,70,False,False,False,white,quadruped,generation-v
588,karrablast,63,5,59,50,75,45,40,45,60,bug,,4,200,70,False,False,False,blue,humanoid,generation-v
589,escavalier,173,10,330,70,135,105,60,105,20,bug,steel,4,75,70,False,False,False,gray,arms,generation-v
590,foongus,59,2,10,69,55,45,55,55,15,grass,poison,4,190,70,False,False,False,white,arms,generation-v
591,amoonguss,162,6,105,114,85,70,85,80,30,grass,poison,4,75,70,False,False,False,white,arms,generation-v
592,frillish,67,12,330,55,40,50,65,85,40,water,ghost,4,190,70,False,False,False,white,tentacles,generation-v
593,jellicent,168,22,1350,100,60,70,85,105,60,water,ghost,4,60,70,False,False,False,white,tentacles,generation-v
594,alomomola,165,12,316,165,75,80,40,45,65,water,,4,75,70,False,False,False,pink,fish,generation-v
595,joltik,64,1,6,50,47,50,57,50,65,bug,electric,4,190,70,False,False,False,yellow,armor,generation-v
596,galvantula,165,8,143,70,77,60,97,60,108,bug,electric,4,75,70,False,False,False,yellow,armor,generation-v
597,ferroseed,61,6,188,44,50,91,24,86,10,grass,steel,4,255,70,False,False,False,gray,ball,generation-v
598,ferrothorn,171,10,1100,74,94,131,54,116,20,grass,steel,4,90,70,False,False,False,gray,tentacles,generation-v
599,klink,60,3,210,40,55,70,45,60,30,steel,,-1,130,70,False,False,False,gray,heads,generation-v
600,klang,154,6,510,60,80,95,70,85,50,steel,,-1,60,70,False,False,False,gray,heads,generation-v
601,klinklang,234,6,810,60,100,115,70,85,90,steel,,-1,30,70,False,False,False,gray,heads,generation-v
602,tynamo,55,2,3,35,55,40,45,40,60,electric,,4,190,70,False,False,False,white,fish,generation-v
603,eelektrik,142,12,220,65,85,70,75,70,40,electric,,4,60,70,False,False,False,blue,fish,generation-v
604,eelektross,232,21,805,85,115,80,105,80,50,electric,,4,30,70,False,False,False,blue,fish,generation-v
605,elgyem,67,5,90,55,55,55,85,55,30,psychic,,4,255,70,False,False,False,blue,upright,generation-v
606,beheeyem,170,10,345,75,75,75,125,95,40,psychic,,4,90,70,False,False,False,brown,humanoid,generation-v
607,litwick,55,3,31,50,30,55,65,55,20,ghost,fire,4,190,70,False,False,False,white,blob,generation-v
608,lampent,130,6,130,60,40,60,95,60,55,ghost,fire,4,90,70,False,False,False,black,arms,generation-v
609,chandelure,234,10,343,60,55,90,145,90,80,ghost,fire,4,45,70,False,False,False,black,arms,generation-v
610,axew,64,6,180,46,87,60,30,40,57,dragon,,4,75,35,False,False,False,green,upright,generation-v
611,fraxure,144,10,360,66,117,70,40,50,67,dragon,,4,60,35,False,False,False,green,upright,generation-v
612,haxorus,243,18,1055,76,147,90,60,70,97,dragon,,4,45,35,False,False,False,yellow,upright,generation-v
613,cubchoo,61,5,85,55,70,40,60,40,40,ice,,4,120,70,False,False,False,white,upright,generation-v
614,beartic,177,26,2600,95,130,80,70,80,50,ice,,4,60,70,False,False,False,white,quadruped,generation-v
615,cryogonal,180,11,1480,80,50,50,95,135,105,ice,,-1,25,70,False,False,False,blue,ball,generation-v
616,shelmet,61,4,77,50,40,85,40,65,25,bug,,4,200,70,False,False,False,red,ball,generation-v
617,accelgor,173,8,253,80,70,40,100,60,145,bug,,4,75,70,False,False,False,red,arms,generation-v
618,stunfisk,165,7,110,109,66,84,81,99,32,ground,electric,4,75,70,False,False,False,brown,fish,generation-v
619,mienfoo,70,9,200,45,85,50,55,50,65,fighting,,4,180,70,False,False,False,yellow,upright,generation-v
620,mienshao,179,14,355,65,125,60,95,60,105,fighting,,4,45,70,False,False,False,purple,upright,generation-v
621,druddigon,170,16,1390,77,120,90,60,90,48,dragon,,4,45,70,False,False,False,red,upright,generation-v
622,golett,61,10,920,59,74,50,35,50,35,ground,ghost,-1,190,70,False,False,False,green,humanoid,generation-v
623,golurk,169,28,3300,89,124,80,55,80,55,ground,ghost,-1,90,70,False,False,False,green,humanoid,generation-v
624,pawniard,68,5,102,45,85,70,40,40,60,dark,steel,4,120,35,False,False,False,red,humanoid,generation-v
625,bisharp,172,16,700,65,125,100,60,70,70,dark,steel,4,45,35,False,False,False,red,humanoid,generation-v
626,bouffalant,172,16,946,95,110,95,40,95,55,normal,,4,45,70,False,False,False,brown,quadruped,generation-v
627,rufflet,70,5,105,70,83,50,37,50,60,normal,flying,0,190,70,False,False,False,white,wings,generation-v
628,braviary,179,15,410,100,123,75,57,75,80,normal,flying,0,60,70,False,False,False,red,wings,generation-v
629,vullaby,74,5,90,70,55,75,45,65,60,dark,flying,8,190,35,False,False,False,brown,wings,generation-v
630,mandibuzz,179,12,395,110,65,105,55,95,80,dark,flying,8,60,35,False,False,False,brown,wings,generation-v
631,heatmor,169,14,580,85,97,66,105,66,65,fire,,4,90,70,False,False,False,red,upright,generation-v
632,durant,169,3,330,58,109,112,48,48,109,bug,steel,4,90,70,False,False,False,gray,armor,generation-v
633,deino,60,8,173,52,65,50,45,50,38,dark,dragon,4,45,35,False,False,False,blue,quadruped,generation-v
634,zweilous,147,14,500,72,85,70,65,70,58,dark,dragon,4,45,35,False,False,False,blue,quadruped,generation-v
635,hydreigon,270,18,1600,92,105,90,125,90,98,dark,dragon,4,45,35,False,False,False,blue,upright,generation-v
636,larvesta,72,11,288,55,85,55,50,55,60,bug,fire,4,45,70,False,False,False,white,armor,generation-v
637,volcarona,248,16,460,85,60,65,135,105,100,bug,fire,4,15,70,False,False,False,white,bug-wings,generation-v
638,cobalion,261,21,2500,91,90,129,90,72,108,steel,fighting,-1,3,35,False,True,False,blue,quadruped,generation-v
639,terrakion,261,19,2600,91,129,90,72,90,108,rock,fighting,-1,3,35,False,True,False,gray,quadruped,generation-v
640,virizion,261,20,2000,91,90,72,90,129,108,grass,fighting,-1,3,35,False,True,False,green,quadruped,generation-v
641,tornadus-incarnate,261,15,630,79,115,70,125,80,111,flying,,0,3,90,False,True,False,green,arms,generation-v
642,thundurus-incarnate,261,15,610,79,115,70,125,80,111,electric,flying,0,3,90,False,True,False,blue,arms,generation-v
643,reshiram,306,32,3300,100,120,100,150,120,90,dragon,fire,-1,3,0,False,True,False,white,wings,generation-v
644,zekrom,306,29,3450,100,150,120,120,100,90,dragon,electric,-1,3,0,False,True,False,black,upright,generation-v
645,landorus-incarnate,270,15,680,89,125,90,115,80,101,ground,flying,0,3,90,False,True,False,brown,arms,generation-v
646,kyurem,297,30,3250,125,130,90,130,90,95,dragon,ice,-1,3,0,False,True,False,gray,upright,generation-v
647,keldeo-ordinary,261,14,485,91,72,90,129,90,108,water,fighting,-1,3,35,False,False,True,yellow,quadruped,generation-v
648,meloetta-aria,270,6,65,100,77,77,128,128,90,normal,psychic,-1,3,100,False,False,True,white,humanoid,generation-v
649,genesect,270,15,825,71,120,95,120,95,99,bug,steel,-1,3,0,False,False,True,purple,humanoid,generation-v
650,chespin,63,4,90,56,61,65,48,45,38,grass,,1,45,70,False,False,False,green,upright,generation-vi
651,quilladin,142,7,290,61,78,95,56,58,57,grass,,1,45,70,False,False,False,green,upright,generation-vi
652,chesnaught,239,16,900,88,107,122,74,75,64,grass,fighting,1,45,70,False,False,False,green,upright,generation-vi
653,fennekin,61,4,94,40,45,40,62,60,60,fire,,1,45,70,False,False,False,red,quadruped,generation-vi
654,braixen,143,10,145,59,59,58,90,70,73,fire,,1,45,70,False,False,False,red,upright,generation-vi
655,delphox,240,15,390,75,69,72,114,100,104,fire,psychic,1,45,70,False,False,False,red,upright,generation-vi
656,froakie,63,3,70,41,56,40,62,44,71,water,,1,45,70,False,False,False,blue,quadruped,generation-vi
657,frogadier,142,6,109,54,63,52,83,56,97,water,,1,45,70,False,False,False,blue,humanoid,generation-vi
658,greninja,239,15,400,72,95,67,103,71,122,water,dark,1,45,70,False,False,False,blue,humanoid,generation-vi
659,bunnelby,47,4,50,38,36,38,32,36,57,normal,,4,255,70,False,False,False,brown,upright,generation-vi
660,diggersby,148,10,424,85,56,77,50,77,78,normal,ground,4,127,70,False,False,False,brown,upright,generation-vi
661,fletchling,56,3,17,45,50,43,40,38,62,normal,flying,4,255,70,False,False,False,red,wings,generation-vi
662,fletchinder,134,7,160,62,73,55,56,52,84,fire,flying,4,120,70,False,False,False,red,wings,generation-vi
663,talonflame,175,12,245,78,81,71,74,69,126,fire,flying,4,45,70,False,False,False,red,wings,generation-vi
664,scatterbug,40,3,25,38,35,40,27,25,35,bug,,4,255,70,False,False,False,black,armor,generation-vi
665,spewpa,75,3,84,45,22,60,27,30,29,bug,,4,120,70,False,False,False,black,blob,generation-vi
666,vivillon,185,12,170,80,52,50,90,50,89,bug,flying,4,45,70,False,False,False,white,bug-wings,generation-vi
667,litleo,74,6,135,62,50,58,73,54,72,fire,normal,7,220,70,False,False,False,brown,quadruped,generation-vi
668,pyroar,177,15,815,86,68,72,109,66,106,fire,normal,7,65,70,False,False,False,brown,quadruped,generation-vi
669,flabebe,61,1,1,44,38,39,61,79,42,fairy,,8,225,70,False,False,False,white,arms,generation-vi
670,floette,130,2,9,54,45,47,75,98,52,fairy,,8,120,70,False,False,False,white,arms,generation-vi
671,florges,248,11,100,78,65,68,112,154,75,fairy,,8,45,70,False,False,False,white,arms,generation-vi
672,skiddo,70,9,310,66,65,48,62,57,52,grass,,4,200,70,False,False,False,brown,quadruped,generation-vi
673,gogoat,186,17,910,123,100,62,97,81,68,grass,,4,45,70,False,False,False,brown,quadruped,generation-vi
674,pancham,70,6,80,67,82,62,46,48,43,fighting,,4,220,70,False,False,False,white,upright,generation-vi
675,pangoro,173,21,1360,95,124,78,69,71,58,fighting,dark,4,65,70,False,False,False,white,humanoid,generation-vi
676,furfrou,165,12,280,75,80,60,65,90,102,normal,,4,160,70,False,False,False,white,quadruped,generation-vi
677,espurr,71,3,35,62,48,54,63,60,68,psychic,,4,190,70,False,False,False,gray,upright,generation-vi
678,meowstic-male,163,6,85,74,48,76,83,81,104,psychic,,4,75,70,False,False,False,blue,upright,generation-vi
679,honedge,65,8,20,45,80,100,35,37,28,steel,ghost,4,180,70,False,False,False,brown,blob,generation-vi
680,doublade,157,8,45,59,110,150,45,49,35,steel,ghost,4,90,70,False,False,False,brown,heads,generation-vi
681,aegislash-shield,234,17,530,60,50,140,50,140,60,steel,ghost,4,45,70,False,False,False,brown,blob,generation-vi
682,spritzee,68,2,5,78,52,60,63,65,23,fairy,,4,200,70,False,False,False,pink,arms,generation-vi
683,aromatisse,162,8,155,101,72,72,99,89,29,fairy,,4,140,70,False,False,False,pink,humanoid,generation-vi
684,swirlix,68,4,35,62,48,66,59,57,49,fairy,,4,200,70,False,False,False,white,legs,generation-vi
685,slurpuff,168,8,50,82,80,86,85,75,72,fairy,,4,140,70,False,False,False,white,humanoid,generation-vi
686,inkay,58,4,35,53,54,53,37,46,45,dark,psychic,4,190,70,False,False,False,blue,tentacles,generation-vi
687,malamar,169,15,470,86,92,88,68,75,73,dark,psychic,4,80,70,False,False,False,blue,blob,generation-vi
688,binacle,61,5,310,42,52,67,39,56,50,rock,water,4,120,70,False,False,False,brown,heads,generation-vi
689,barbaracle,175,13,960,72,105,115,54,86,68,rock,water,4,45,70,False,False,False,brown,heads,generation-vi
690,skrelp,64,5,73,50,60,60,60,60,30,poison,water,4,225,70,False,False,False,brown,blob,generation-vi
691,dragalge,173,18,815,65,75,90,97,123,44,poison,dragon,4,55,70,False,False,False,brown,blob,generation-vi
692,clauncher,66,5,83,50,53,62,58,63,44,water,,4,225,70,False,False,False,blue,armor,generation-vi
693,clawitzer,100,13,353,71,73,88,120,89,59,water,,4,55,70,False,False,False,blue,squiggle,generation-vi
694,helioptile,58,5,60,44,38,33,61,43,70,electric,normal,4,190,70,False,False,False,yellow,upright,generation-vi
695,heliolisk,168,10,210,62,55,52,109,94,109,electric,normal,4,75,70,False,False,False,yellow,upright,generation-vi
696,tyrunt,72,8,260,58,89,77,45,45,48,rock,dragon,1,45,70,False,False,False,brown,upright,generation-vi
697,tyrantrum,182,25,2700,82,121,119,69,59,71,rock,dragon,1,45,70,False,False,False,red,upright,generation-vi
698,amaura,72,13,252,77,59,50,67,63,46,rock,ice,1,45,70,False,False,False,blue,quadruped,generation-vi
699,aurorus,104,27,2250,123,77,72,99,92,58,rock,ice,1,45,70,False,False,False,blue,quadruped,generation-vi
700,sylveon,184,10,235,95,65,65,110,130,60,fairy,,1,45,70,False,False,False,pink,quadruped,generation-vi
701,hawlucha,175,8,215,78,92,75,74,63,118,fighting,flying,4,100,70,False,False,False,green,humanoid,generation-vi
702,dedenne,151,2,22,67,58,57,81,67,101,electric,fairy,4,180,70,False,False,False,yellow,upright,generation-vi
703,carbink,100,3,57,50,50,150,50,150,50,rock,fairy,-1,60,70,False,False,False,gray,ball,generation-vi
704,goomy,60,3,28,45,50,35,55,75,40,dragon,,4,45,35,False,False,False,purple,squiggle,generation-vi
705,sliggoo,158,8,175,68,75,53,83,113,60,dragon,,4,45,35,False,False,False,purple,squiggle,generation-vi
706,goodra,270,20,1505,90,100,70,110,150,80,dragon,,4,45,35,False,False,False,purple,upright,generation-vi
707,klefki,165,2,30,57,80,91,80,87,75,steel,fairy,4,75,70,False,False,False,gray,ball,generation-vi
708,phantump,62,4,70,43,70,48,50,60,38,ghost,grass,4,120,70,False,False,False,brown,arms,generation-vi
709,trevenant,166,15,710,85,110,76,65,82,56,ghost,grass,4,60,70,False,False,False,brown,tentacles,generation-vi
710,pumpkaboo-average,67,4,50,49,66,70,44,55,51,ghost,grass,4,120,70,False,False,False,brown,ball,generation-vi
711,gourgeist-average,173,9,125,65,90,122,58,75,84,ghost,grass,4,60,70,False,False,False,brown,blob,generation-vi
712,bergmite,61,10,995,55,69,85,32,35,28,ice,,4,190,70,False,False,False,blue,quadruped,generation-vi
713,avalugg,180,20,5050,95,117,184,44,46,28,ice,,4,55,70,False,False,False,blue,quadruped,generation-vi
714,noibat,49,5,80,40,30,35,45,40,55,flying,dragon,4,190,70,False,False,False,purple,wings,generation-vi
715,noivern,187,15,850,85,70,80,97,80,123,flying,dragon,4,45,70,False,False,False,purple,wings,generation-vi
716,xerneas,306,30,2150,126,131,95,131,98,99,fairy,,-1,45,0,False,True,False,blue,quadruped,generation-vi
717,yveltal,306,58,2030,126,131,95,131,98,99,dark,flying,-1,45,0,False,True,False,red,wings,generation-vi
718,zygarde-50,270,50,3050,108,100,121,81,95,95,dragon,ground,-1,3,0,False,True,False,green,squiggle,generation-vi
719,diancie,270,7,88,50,100,150,100,150,50,rock,fairy,-1,3,70,False,False,True,pink,arms,generation-vi
720,hoopa,270,5,90,80,110,60,150,130,70,psychic,ghost,-1,3,100,False,False,True,purple,arms,generation-vi
721,volcanion,270,17,1950,80,110,120,130,90,70,fire,water,-1,3,100,False,False,True,brown,quadruped,generation-vi
722,rowlet,64,3,15,68,55,55,50,50,42,grass,flying,1,45,70,False,False,False,brown,wings,generation-vii
723,dartrix,147,7,160,78,75,75,70,70,52,grass,flying,1,45,70,False,False,False,brown,wings,generation-vii
724,decidueye,239,16,366,78,107,75,100,100,70,grass,ghost,1,45,70,False,False,False,brown,wings,generation-vii
725,litten,64,4,43,45,65,40,60,40,70,fire,,1,45,70,False,False,False,red,quadruped,generation-vii
726,torracat,147,7,250,65,85,50,80,50,90,fire,,1,45,70,False,False,False,red,quadruped,generation-vii
727,incineroar,239,18,830,95,115,90,80,90,60,fire,dark,1,45,70,False,False,False,red,upright,generation-vii
728,popplio,64,4,75,50,54,54,66,56,40,water,,1,45,70,False,False,False,blue,fish,generation-vii
729,brionne,147,6,175,60,69,69,91,81,50,water,,1,45,70,False,False,False,blue,fish,generation-vii
730,primarina,239,18,440,80,74,74,126,116,60,water,fairy,1,45,70,False,False,False,blue,fish,generation-vii
731,pikipek,53,3,12,35,75,30,30,30,65,normal,flying,4,255,70,False,False,False,black,wings,generation-vii
732,trumbeak,124,6,148,55,85,50,40,50,75,normal,flying,4,120,70,False,False,False,black,wings,generation-vii
733,toucannon,218,11,260,80,120,75,75,75,60,normal,flying,4,45,70,False,False,False,black,wings,generation-vii
734,yungoos,51,4,60,48,70,30,30,30,45,normal,,4,255,70,False,False,False,brown,quadruped,generation-vii
735,gumshoos,146,7,142,88,110,60,55,60,45,normal,,4,127,70,False,False,False,brown,quadruped,generation-vii
736,grubbin,60,4,44,47,62,45,55,45,46,bug,,4,255,70,False,False,False,gray,armor,generation-vii
737,charjabug,140,5,105,57,82,95,55,75,36,bug,electric,4,120,70,False,False,False,green,squiggle,generation-vii
738,vikavolt,225,15,450,77,70,90,145,75,43,bug,electric,4,45,70,False,False,False,blue,armor,generation-vii
739,crabrawler,68,6,70,47,82,57,42,47,63,fighting,,4,225,70,False,False,False,purple,armor,generation-vii
740,crabominable,167,17,1800,97,132,77,62,67,43,fighting,ice,4,60,70,False,False,False,white,armor,generation-vii
741,oricorio-baile,167,6,34,75,70,70,98,70,93,fire,flying,6,45,70,False,False,False,red,wings,generation-vii
742,cutiefly,61,1,2,40,45,40,55,40,84,bug,fairy,4,190,70,False,False,False,yellow,armor,generation-vii
743,ribombee,162,2,5,60,55,60,95,70,124,bug,fairy,4,75,70,False,False,False,yellow,bug-wings,generation-vii
744,rockruff,56,5,92,45,65,40,30,40,60,rock,,4,190,70,False,False,False,brown,quadruped,generation-vii
745,lycanroc-midday,170,8,250,75,115,65,55,65,112,rock,,4,90,70,False,False,False,brown,quadruped,generation-vii
746,wishiwashi-solo,61,2,3,45,20,20,25,25,40,water,,4,60,70,False,False,False,blue,fish,generation-vii
747,mareanie,61,4,80,50,53,62,43,52,45,poison,water,4,190,70,False,False,False,blue,blob,generation-vii
748,toxapex,173,7,145,50,63,152,53,142,35,poison,water,4,75,70,False,False,False,blue,tentacles,generation-vii
749,mudbray,77,10,1100,70,100,70,45,55,45,ground,,4,190,70,False,False,False,brown,quadruped,generation-vii
750,mudsdale,175,25,9200,100,125,100,55,85,35,ground,,4,60,70,False,False,False,brown,quadruped,generation-vii
751,dewpider,54,3,40,38,40,52,40,72,27,water,bug,4,200,70,False,False,False,green,legs,generation-vii
752,araquanid,159,18,820,68,70,92,50,132,42,water,bug,4,100,70,False,False,False,green,armor,generation-vii
753,fomantis,50,3,15,40,55,35,50,35,35,grass,,4,190,70,False,False,False,pink,upright,generation-vii
754,lurantis,168,9,185,70,105,90,80,90,45,grass,,4,75,70,False,False,False,pink,humanoid,generation-vii
755,morelull,57,2,15,40,35,55,65,75,15,grass,fairy,4,190,70,False,False,False,purple,blob,generation-vii
756,shiinotic,142,10,115,60,45,80,90,100,30,grass,fairy,4,75,70,False,False,False,purple,humanoid,generation-vii
757,salandit,64,6,48,48,44,40,71,40,77,poison,fire,1,120,70,False,False,False,black,quadruped,generation-vii
